TierID_TVD;Rasse;ebv_LBEB_FUGLIEDERSTAERKE;rel_LBEB_FUGLIEDERSTAERKE;nDau_LBEB_FUGLIEDERSTAERKE;nHerd_LBEB_FUGLIEDERSTAERKE;ebv_LBEB_FUSTELLUNGVORNE;rel_LBEB_FUSTELLUNGVORNE;nDau_LBEB_FUSTELLUNGVORNE;nHerd_LBEB_FUSTELLUNGVORNE;ebv_LBEB_FUSPRUNGGELENKWINKELUNG;rel_LBEB_FUSPRUNGGELENKWINKELUNG;nDau_LBEB_FUSPRUNGGELENKWINKELUNG;nHerd_LBEB_FUSPRUNGGELENKWINKELUNG;ebv_LBEB_FUFESSELN;rel_LBEB_FUFESSELN;nDau_LBEB_FUFESSELN;nHerd_LBEB_FUFESSELN;ebv_LBEB_FUKLAUEN;rel_LBEB_FUKLAUEN;nDau_LBEB_FUKLAUEN;nHerd_LBEB_FUKLAUEN;ebv_LBEB_FOEUTERLAENGE;rel_LBEB_FOEUTERLAENGE;nDau_LBEB_FOEUTERLAENGE;nHerd_LBEB_FOEUTERLAENGE;ebv_LBEB_FOEUTERTIEFE;rel_LBEB_FOEUTERTIEFE;nDau_LBEB_FOEUTERTIEFE;nHerd_LBEB_FOEUTERTIEFE;ebv_LBEB_FOZITZENLAENGE;rel_LBEB_FOZITZENLAENGE;nDau_LBEB_FOZITZENLAENGE;nHerd_LBEB_FOZITZENLAENGE;ebv_LBEB_FOZITZENDICKE;rel_LBEB_FOZITZENDICKE;nDau_LBEB_FOZITZENDICKE;nHerd_LBEB_FOZITZENDICKE;ebv_LBEB_BEKONDITION;rel_LBEB_BEKONDITION;nDau_LBEB_BEKONDITION;nHerd_LBEB_BEKONDITION;ebv_LBEB_BESCHULTER;rel_LBEB_BESCHULTER;nDau_LBEB_BESCHULTER;nHerd_LBEB_BESCHULTER;ebv_LBEB_BELENDEN;rel_LBEB_BELENDEN;nDau_LBEB_BELENDEN;nHerd_LBEB_BELENDEN;ebv_LBEB_BESTOTZENRUNDUNG;rel_LBEB_BESTOTZENRUNDUNG;nDau_LBEB_BESTOTZENRUNDUNG;nHerd_LBEB_BESTOTZENRUNDUNG;ebv_LBEB_BESTOTZENLAENGE;rel_LBEB_BESTOTZENLAENGE;nDau_LBEB_BESTOTZENLAENGE;nHerd_LBEB_BESTOTZENLAENGE
CH900001022327;SI;101.414;0.749;22;9;87.273;0.701;22;9;88.516;0.736;22;9;92.824;0.739;22;9;113.235;0.514;22;9;121.892;0.683;22;9;94.247;0.699;22;9;98.314;0.801;22;9;99.207;0.746;22;9;82.663;0.698;22;9;74.508;0.748;22;9;70.348;0.738;22;9;47.614;0.753;22;9;75.29;0.666;22;9
CH900001029944;CH;138.956;0.573;13;2;79.926;0.518;13;2;112.635;0.566;13;2;124.882;0.568;13;2;101.502;0.371;13;2;106.202;0.501;13;2;101.855;0.519;13;2;108.501;0.642;13;2;105.562;0.577;13;2;104.06;0.524;13;2;115.111;0.583;13;2;108.314;0.567;13;2;103.314;0.584;13;2;108.276;0.501;13;2
CH900001030285;AN;122.643;0.29;1;1;97.062;0.259;1;1;105.425;0.299;1;1;104.08;0.298;1;1;118.176;0.216;1;1;123.579;0.254;1;1;81.301;0.264;1;1;109.553;0.335;1;1;113.863;0.301;1;1;121.019;0.281;1;1;101.026;0.325;1;1;96.125;0.308;1;1;58.279;0.316;1;1;104.856;0.279;1;1
CH900001030292;AN;108.04;0.349;1;1;105.506;0.32;1;1;102.923;0.359;1;1;103.375;0.357;1;1;106.82;0.3;1;1;123.49;0.318;1;1;81.518;0.326;1;1;115.054;0.384;1;1;109.622;0.356;1;1;111.704;0.349;1;1;91.004;0.401;1;1;88.033;0.378;1;1;56.499;0.386;1;1;96.462;0.354;1;1
CH900001030384;AN;106.442;0.374;2;1;108.812;0.341;2;1;105.919;0.383;2;1;107.217;0.381;2;1;106.617;0.306;2;1;126.496;0.337;2;1;79.155;0.346;2;1;107.742;0.417;2;1;106.869;0.382;2;1;117.273;0.368;2;1;94.271;0.42;2;1;93.974;0.399;2;1;52.747;0.407;2;1;97.782;0.368;2;1
CH900001030681;AN;103.862;0.667;22;5;93.016;0.615;22;5;98.59;0.657;22;5;104.462;0.659;22;5;108.197;0.444;22;5;134.999;0.597;22;5;72.067;0.615;22;5;105.997;0.728;22;5;110.644;0.667;22;5;141.108;0.617;22;5;109.71;0.673;22;5;100.23;0.659;22;5;67.794;0.675;22;5;109.171;0.589;22;5
CH900001050535;AN;90.693;0.417;2;2;100.555;0.378;2;2;96.246;0.422;2;2;101.384;0.421;2;2;88.085;0.326;2;2;138.711;0.371;2;2;79.794;0.383;2;2;102.249;0.467;2;2;107.883;0.423;2;2;110.109;0.401;2;2;87.279;0.457;2;2;87.054;0.435;2;2;58.334;0.446;2;2;91.193;0.399;2;2
CH900001054168;CH;119.631;0.445;11;1;86.931;0.39;11;1;116.102;0.442;11;1;111.282;0.443;11;1;95.001;0.277;11;1;123.585;0.375;11;1;88.314;0.392;11;1;109.088;0.519;11;1;111.567;0.452;11;1;91.908;0.4;11;1;102.522;0.455;11;1;95.9;0.439;11;1;91.906;0.455;11;1;97.719;0.383;11;1
CH900001054243;LM;109.896;0.698;25;2;110.628;0.65;25;2;90.732;0.688;25;2;98.568;0.69;25;2;112.628;0.494;25;2;84.5;0.634;25;2;117.949;0.65;25;2;79.258;0.753;25;2;64.961;0.697;25;2;95.055;0.652;25;2;102.301;0.707;25;2;98.144;0.692;25;2;101.048;0.708;25;2;104.483;0.627;25;2
CH900001054267;LM;106.529;0.664;11;8;88.416;0.609;11;8;98.536;0.653;11;8;91.402;0.655;11;8;103.506;0.432;11;8;88.765;0.59;11;8;108.6;0.608;11;8;104.385;0.728;11;8;92.105;0.664;11;8;95.48;0.609;11;8;91.143;0.666;11;8;95.147;0.653;11;8;95.177;0.67;11;8;90.114;0.58;11;8
CH900001054281;LM;111.232;0.371;6;1;95.851;0.318;6;1;93.682;0.369;6;1;94.708;0.371;6;1;110.384;0.225;6;1;87.214;0.304;6;1;106.652;0.321;6;1;99.76;0.448;6;1;107.607;0.381;6;1;98.515;0.328;6;1;102.125;0.378;6;1;98.939;0.364;6;1;107.086;0.378;6;1;104.831;0.313;6;1
CH900001054298;LM;105.718;0.257;1;1;92.276;0.216;1;1;104.977;0.259;1;1;100.543;0.259;1;1;101.599;0.156;1;1;100.925;0.207;1;1;96.239;0.219;1;1;110.956;0.321;1;1;108.934;0.268;1;1;98.34;0.227;1;1;101.471;0.265;1;1;101.688;0.253;1;1;103.796;0.264;1;1;102.05;0.218;1;1
CH900001054649;LM;86.986;0.556;9;2;94.822;0.499;9;2;116.025;0.549;9;2;115.568;0.551;9;2;86.736;0.356;9;2;95.569;0.483;9;2;97.361;0.501;9;2;99.805;0.627;9;2;100.357;0.56;9;2;106.877;0.506;9;2;108.941;0.565;9;2;109.343;0.549;9;2;110.953;0.566;9;2;106.041;0.484;9;2
CH900001054762;CH;111.62;0.246;1;1;90.31;0.222;1;1;115.708;0.256;1;1;116.229;0.254;1;1;101.849;0.201;1;1;108.955;0.219;1;1;95.12;0.226;1;1;111.449;0.279;1;1;109.259;0.254;1;1;98.933;0.246;1;1;97.202;0.286;1;1;95.508;0.269;1;1;83.807;0.275;1;1;100.845;0.248;1;1
CH900001055875;LM;108.715;0.542;8;4;82.078;0.484;8;4;105.993;0.535;8;4;107.566;0.537;8;4;104.074;0.344;8;4;97.127;0.467;8;4;98.336;0.486;8;4;108.441;0.614;8;4;110.051;0.546;8;4;118.192;0.491;8;4;112.807;0.55;8;4;110.497;0.534;8;4;120.396;0.551;8;4;105.494;0.469;8;4
CH900001056001;AN;110.61;0.512;12;1;110.701;0.457;12;1;105.916;0.508;12;1;107.272;0.509;12;1;96.253;0.327;12;1;109.477;0.441;12;1;87.937;0.459;12;1;118.853;0.584;12;1;103.769;0.518;12;1;106.268;0.466;12;1;94.141;0.524;12;1;95.951;0.507;12;1;63.008;0.523;12;1;102.62;0.446;12;1
CH900001056155;AN;113.432;0.057;1;1;103.24;0.046;1;1;93.794;0.058;1;1;98.858;0.059;1;1;110.827;0.034;1;1;126.692;0.044;1;1;83.803;0.047;1;1;105.455;0.078;1;1;97.171;0.062;1;1;102.324;0.05;1;1;92.381;0.059;1;1;87.393;0.056;1;1;63.43;0.059;1;1;97.211;0.048;1;1
CH900001056162;AN;98.66;0.902;81;32;103.794;0.879;81;32;92.045;0.893;81;32;94.656;0.895;81;32;99.114;0.722;81;32;123.118;0.869;81;32;86.322;0.877;81;32;105.885;0.925;81;32;96.157;0.898;81;32;117.704;0.873;81;32;101.904;0.898;81;32;94.528;0.895;81;32;74.601;0.904;81;32;109.689;0.847;81;32
CH900001056384;LM;100.122;0.547;13;1;101.75;0.492;13;1;112.565;0.541;13;1;105.388;0.543;13;1;90.541;0.351;13;1;100.563;0.475;13;1;105.313;0.494;13;1;89.425;0.617;13;1;86.665;0.551;13;1;106.109;0.5;13;1;108.856;0.558;13;1;110.402;0.542;13;1;110.95;0.558;13;1;106.244;0.478;13;1
CH900001056704;LM;100.919;0.254;4;3;109.578;0.215;4;3;93.682;0.257;4;3;97.356;0.257;4;3;101.397;0.16;4;3;87.573;0.207;4;3;108.736;0.218;4;3;99.435;0.314;4;3;99.953;0.264;4;3;99.651;0.227;4;3;102.646;0.266;4;3;100.81;0.253;4;3;104.736;0.264;4;3;106.907;0.22;4;3
CH900001057015;LM;98.145;0.059;1;1;92.173;0.047;1;1;109.534;0.06;1;1;107.782;0.06;1;1;97.544;0.035;1;1;92.659;0.045;1;1;104.201;0.048;1;1;103.139;0.08;1;1;100.975;0.063;1;1;96.933;0.051;1;1;96.872;0.061;1;1;97.581;0.058;1;1;101.903;0.061;1;1;97.139;0.049;1;1
CH900001057022;LM;96.26;0.537;9;5;93.109;0.477;9;5;102.479;0.529;9;5;97.223;0.531;9;5;98.16;0.335;9;5;111.235;0.459;9;5;87.026;0.479;9;5;100.604;0.612;9;5;110.933;0.541;9;5;93.806;0.483;9;5;93.117;0.542;9;5;97.298;0.526;9;5;91.842;0.544;9;5;94.275;0.46;9;5
CH900001057039;LM;81.468;0.543;7;6;108.864;0.491;7;6;89.84;0.539;7;6;94.036;0.54;7;6;96.185;0.36;7;6;78.609;0.476;7;6;113.71;0.493;7;6;102.081;0.61;7;6;105.558;0.548;7;6;89.2;0.501;7;6;89.541;0.559;7;6;88.853;0.542;7;6;88.431;0.557;7;6;97.274;0.482;7;6
CH900001057114;AN;102.395;0.301;3;2;104.777;0.261;3;2;94.628;0.305;3;2;96.221;0.305;3;2;107.648;0.196;3;2;134.78;0.253;3;2;76.823;0.265;3;2;114.019;0.361;3;2;105.636;0.312;3;2;117.147;0.277;3;2;103.294;0.321;3;2;102.435;0.306;3;2;71.02;0.317;3;2;108.266;0.268;3;2
CH900001057442;LM;99.155;0.657;20;4;91.888;0.603;20;4;102.425;0.646;20;4;112.641;0.649;20;4;101.31;0.431;20;4;100.759;0.585;20;4;84.102;0.603;20;4;116.554;0.719;20;4;114.819;0.657;20;4;103.002;0.605;20;4;102.6;0.662;20;4;108.525;0.648;20;4;107.976;0.664;20;4;99.756;0.577;20;4
CH900001057459;LM;95.371;0.803;55;2;85.265;0.763;55;2;103.085;0.791;55;2;110.015;0.794;55;2;93.238;0.573;55;2;87.988;0.747;55;2;98.146;0.761;55;2;110.939;0.846;55;2;111.975;0.8;55;2;98.584;0.758;55;2;94.985;0.801;55;2;92.963;0.793;55;2;96.178;0.807;55;2;90.482;0.726;55;2
CH900001057503;AN;112.786;0.469;8;2;105.646;0.416;8;2;104.885;0.467;8;2;96.882;0.468;8;2;111.539;0.304;8;2;120.583;0.403;8;2;86.859;0.42;8;2;96.221;0.538;8;2;92.382;0.476;8;2;120.874;0.429;8;2;104.674;0.485;8;2;100.124;0.468;8;2;79.726;0.483;8;2;108.91;0.413;8;2
CH900001057510;AN;98.558;0.351;5;3;98.661;0.305;5;3;112.724;0.353;5;3;109.626;0.353;5;3;95.087;0.228;5;3;120.433;0.294;5;3;84.741;0.309;5;3;99.831;0.417;5;3;102.508;0.361;5;3;124.284;0.319;5;3;104.248;0.368;5;3;104.709;0.352;5;3;80.223;0.365;5;3;109.147;0.309;5;3
CH900001057527;AN;110.571;0.29;5;1;90.46;0.247;5;1;99.536;0.292;5;1;105.674;0.292;5;1;100.703;0.183;5;1;125.709;0.237;5;1;84.438;0.251;5;1;103.955;0.354;5;1;104.961;0.3;5;1;112.676;0.26;5;1;98.876;0.302;5;1;97.057;0.289;5;1;64.56;0.3;5;1;101.121;0.251;5;1
CH900001057534;AN;104.13;0.736;30;8;91.236;0.691;30;8;107.09;0.725;30;8;114.132;0.728;30;8;98.43;0.51;30;8;127.553;0.674;30;8;83.286;0.69;30;8;83.547;0.787;30;8;97.191;0.734;30;8;121.932;0.69;30;8;105.574;0.741;30;8;107.115;0.729;30;8;68.341;0.744;30;8;109.403;0.66;30;8
CH900001057541;AN;109.483;0.253;3;1;97.792;0.215;3;1;96.262;0.256;3;1;103.313;0.257;3;1;102.177;0.159;3;1;116.819;0.206;3;1;88.093;0.218;3;1;96.252;0.313;3;1;94.566;0.264;3;1;100.996;0.227;3;1;90.038;0.266;3;1;85.779;0.253;3;1;64.97;0.263;3;1;98.489;0.22;3;1
CH900001059767;AN;88.069;0.541;11;1;81.147;0.489;11;1;103.803;0.537;11;1;100.272;0.539;11;1;90.059;0.361;11;1;146.722;0.475;11;1;73.107;0.492;11;1;105.597;0.607;11;1;94.929;0.546;11;1;122.6;0.5;11;1;97.934;0.559;11;1;96.865;0.541;11;1;57.987;0.556;11;1;100.879;0.481;11;1
CH900001064808;AN;106.937;0.466;6;2;99.09;0.416;6;2;105.151;0.465;6;2;109.211;0.466;6;2;104.46;0.316;6;2;121.459;0.404;6;2;92.428;0.419;6;2;113.126;0.532;6;2;99.936;0.473;6;2;121.988;0.431;6;2;103.276;0.487;6;2;97.655;0.469;6;2;71.364;0.483;6;2;107.071;0.417;6;2
CH900001068486;AN;93.797;0.562;4;1;95.877;0.515;4;1;110.449;0.559;4;1;109.931;0.56;4;1;93.18;0.407;4;1;122.43;0.504;4;1;88.413;0.518;4;1;107.303;0.62;4;1;95.147;0.566;4;1;118.482;0.529;4;1;103.545;0.588;4;1;96.35;0.569;4;1;70.277;0.582;4;1;108.571;0.516;4;1
CH900001068639;LM;95.415;0.815;33;10;113.096;0.78;33;10;83.951;0.804;33;10;90.003;0.807;33;10;104.508;0.613;33;10;88.056;0.766;33;10;91.139;0.778;33;10;98.93;0.852;33;10;89.579;0.812;33;10;105.217;0.777;33;10;111.354;0.818;33;10;111.204;0.809;33;10;113.895;0.822;33;10;107.386;0.749;33;10
CH900001068646;LM;108.434;0.524;4;2;88.494;0.464;4;2;98.683;0.517;4;2;93.066;0.519;4;2;104.604;0.326;4;2;104.275;0.447;4;2;91.194;0.466;4;2;93.854;0.6;4;2;100.134;0.529;4;2;104.475;0.471;4;2;105.104;0.53;4;2;105.05;0.514;4;2;114.933;0.531;4;2;103.003;0.448;4;2
CH900001068653;LM;101.205;0.299;1;1;90.284;0.253;1;1;107.649;0.3;1;1;103.243;0.3;1;1;94.741;0.181;1;1;97.013;0.242;1;1;109.827;0.256;1;1;93.591;0.368;1;1;94.121;0.309;1;1;106.653;0.264;1;1;107.757;0.307;1;1;109.109;0.294;1;1;111.297;0.306;1;1;102.519;0.253;1;1
CH900001068660;LM;101.9;0.514;10;1;110.142;0.462;10;1;90.72;0.511;10;1;97.965;0.512;10;1;109.748;0.352;10;1;103.697;0.449;10;1;91.435;0.465;10;1;106.824;0.58;10;1;108.394;0.519;10;1;96.87;0.475;10;1;98.655;0.534;10;1;98.761;0.515;10;1;100.721;0.53;10;1;97.555;0.46;10;1
CH900001084004;AN;116.439;0.256;1;1;89.141;0.22;1;1;108.966;0.261;1;1;107.76;0.26;1;1;112.146;0.172;1;1;120.141;0.213;1;1;77.037;0.224;1;1;110.651;0.31;1;1;117.54;0.266;1;1;123.299;0.236;1;1;107;0.275;1;1;103.932;0.261;1;1;72.592;0.271;1;1;112.587;0.23;1;1
CH900001085025;AN;113.325;0.425;6;1;88.251;0.376;6;1;108.951;0.426;6;1;106.963;0.426;6;1;100.53;0.279;6;1;119.535;0.364;6;1;84.289;0.38;6;1;101.266;0.493;6;1;102.64;0.434;6;1;98.238;0.39;6;1;82.099;0.445;6;1;81.02;0.427;6;1;50.851;0.441;6;1;93.404;0.377;6;1
CH900001086213;AN;109.284;0.412;3;1;107.472;0.376;3;1;106.244;0.419;3;1;106.706;0.417;3;1;106.704;0.33;3;1;119.975;0.37;3;1;72.172;0.381;3;1;122.805;0.459;3;1;119.163;0.419;3;1;115.2;0.401;3;1;94.368;0.456;3;1;89.799;0.434;3;1;58.013;0.444;3;1;99.819;0.4;3;1
CH900001086350;AN;96.614;0.452;4;1;109.428;0.409;4;1;104.796;0.455;4;1;102.707;0.454;4;1;103.362;0.345;4;1;120.159;0.401;4;1;85.05;0.414;4;1;109.964;0.507;4;1;100.579;0.458;4;1;118.811;0.431;4;1;96.042;0.487;4;1;96.491;0.466;4;1;62.069;0.478;4;1;99.398;0.425;4;1
CH900001090517;SI;122.886;0.517;10;3;93.921;0.459;10;3;87.681;0.511;10;3;89.885;0.513;10;3;122.877;0.325;10;3;117.2;0.442;10;3;76.544;0.461;10;3;111.25;0.592;10;3;111.419;0.522;10;3;97.744;0.467;10;3;86.259;0.525;10;3;86.561;0.509;10;3;58.617;0.526;10;3;91.899;0.445;10;3
CH900001097004;AN;109.672;0.809;38;23;102.024;0.772;38;23;100.718;0.798;38;23;95.292;0.8;38;23;102.986;0.598;38;23;125.248;0.757;38;23;98.574;0.77;38;23;98.571;0.849;38;23;92.089;0.805;38;23;136.205;0.768;38;23;118.26;0.81;38;23;108.161;0.802;38;23;80.393;0.815;38;23;118.228;0.74;38;23
CH900001120795;AN;99.544;0.33;1;1;102.303;0.302;1;1;105.576;0.341;1;1;106.721;0.338;1;1;102.687;0.284;1;1;124.308;0.3;1;1;84.051;0.308;1;1;107.708;0.364;1;1;102.859;0.337;1;1;115.757;0.331;1;1;95.488;0.381;1;1;92.787;0.359;1;1;62.378;0.366;1;1;100.98;0.336;1;1
CH900001131494;LM;107.341;0.804;27;9;109.366;0.765;27;9;100.019;0.792;27;9;112.85;0.795;27;9;113.832;0.578;27;9;103.946;0.75;27;9;86.621;0.763;27;9;117.897;0.845;27;9;120.206;0.8;27;9;97.704;0.761;27;9;100.899;0.804;27;9;99.326;0.795;27;9;100.915;0.809;27;9;99.026;0.73;27;9
CH900001139834;AN;103.182;0.438;5;2;105.977;0.396;5;2;104.155;0.442;5;2;106.769;0.441;5;2;107.629;0.337;5;2;120.731;0.389;5;2;79.699;0.401;5;2;122.785;0.491;5;2;114.23;0.444;5;2;112.165;0.419;5;2;89.617;0.475;5;2;89.532;0.454;5;2;51.949;0.465;5;2;95.349;0.414;5;2
CH900001139841;AN;118.601;0.299;1;1;100.467;0.272;1;1;114.322;0.31;1;1;95.67;0.307;1;1;120.382;0.259;1;1;122.273;0.27;1;1;91.289;0.278;1;1;106.835;0.331;1;1;111.563;0.306;1;1;109.829;0.301;1;1;93.078;0.348;1;1;88.839;0.327;1;1;58.927;0.334;1;1;101.643;0.306;1;1
CH900001146788;AN;111.086;0.548;10;4;113.133;0.495;10;4;98.115;0.543;10;4;104.201;0.545;10;4;100.751;0.364;10;4;127.205;0.48;10;4;89.858;0.497;10;4;99.7;0.615;10;4;95.201;0.552;10;4;111.691;0.505;10;4;89.668;0.564;10;4;88.985;0.546;10;4;62.493;0.562;10;4;96.423;0.486;10;4
CH900001146887;AN;107.263;0.445;8;1;101.305;0.395;8;1;98.594;0.445;8;1;108.12;0.445;8;1;91.668;0.297;8;1;119.302;0.383;8;1;91.517;0.399;8;1;112.67;0.512;8;1;104.491;0.453;8;1;118.1;0.41;8;1;94.18;0.466;8;1;95.736;0.448;8;1;61.352;0.462;8;1;95.717;0.397;8;1
CH900001147433;AN;102.25;0.351;4;1;113.754;0.31;4;1;116.732;0.355;4;1;123.053;0.355;4;1;93.431;0.242;4;1;112.421;0.302;4;1;99.2;0.314;4;1;97.031;0.409;4;1;95.427;0.361;4;1;102.541;0.328;4;1;81.614;0.378;4;1;84.338;0.36;4;1;52.03;0.371;4;1;86.906;0.321;4;1
CH900001155919;LM;100.141;0.504;9;1;102.05;0.457;9;1;104.159;0.504;9;1;116.799;0.504;9;1;97.004;0.364;9;1;105.369;0.447;9;1;77.976;0.461;9;1;106.969;0.564;9;1;115.388;0.509;9;1;97.918;0.474;9;1;95.53;0.533;9;1;90.047;0.513;9;1;91.267;0.526;9;1;95.857;0.464;9;1
CH900001158439;LM;95.876;0.409;4;1;95.924;0.362;4;1;100.934;0.411;4;1;101.594;0.411;4;1;97.707;0.268;4;1;106.767;0.351;4;1;92.129;0.366;4;1;108.321;0.474;4;1;99.825;0.418;4;1;93.889;0.377;4;1;94.692;0.43;4;1;95.068;0.413;4;1;97.643;0.426;4;1;97.173;0.365;4;1
CH900001161231;AN;89.847;0.397;5;1;104.694;0.352;5;1;102.761;0.4;5;1;97.121;0.4;5;1;98.911;0.27;5;1;134.252;0.342;5;1;69.045;0.356;5;1;109.576;0.459;5;1;104.651;0.406;5;1;109.164;0.369;5;1;87.313;0.422;5;1;88.503;0.404;5;1;49.553;0.416;5;1;92.736;0.36;5;1
CH900001164294;CH;109.765;0.7;28;1;83.413;0.65;28;1;115.133;0.689;28;1;116.372;0.692;28;1;97.775;0.473;28;1;116.149;0.633;28;1;92.129;0.65;28;1;101.522;0.756;28;1;115.499;0.699;28;1;103.658;0.651;28;1;107.696;0.705;28;1;109.199;0.692;28;1;89.368;0.708;28;1;105.397;0.622;28;1
CH900001168919;AN;98.679;0.492;5;2;88.463;0.448;5;2;105.39;0.493;5;2;102.729;0.493;5;2;105.047;0.359;5;2;133.272;0.438;5;2;80.549;0.452;5;2;97.019;0.548;5;2;102.108;0.498;5;2;121.483;0.466;5;2;102.728;0.524;5;2;98.833;0.504;5;2;69.878;0.516;5;2;110.439;0.457;5;2
CH900001174347;LM;103.76;0.21;1;1;96.198;0.177;1;1;95.752;0.213;1;1;96.871;0.213;1;1;106.762;0.134;1;1;98.885;0.17;1;1;98.183;0.18;1;1;105.706;0.261;1;1;101.148;0.219;1;1;100.268;0.189;1;1;95.969;0.222;1;1;95.553;0.211;1;1;94.903;0.219;1;1;93.733;0.183;1;1
CH900001200244;AN;106.374;0.43;6;1;101.584;0.387;6;1;99.397;0.433;6;1;96.566;0.433;6;1;109.979;0.316;6;1;116.404;0.378;6;1;85.129;0.391;6;1;107.434;0.488;6;1;104.895;0.437;6;1;126.508;0.407;6;1;109.501;0.462;6;1;103.944;0.442;6;1;76.697;0.454;6;1;114.063;0.4;6;1
CH900001200312;LM;100.234;0.568;15;1;100.72;0.512;15;1;111.028;0.561;15;1;114.151;0.563;15;1;99.537;0.365;15;1;106.168;0.495;15;1;101.515;0.513;15;1;82.977;0.637;15;1;86.15;0.571;15;1;101.098;0.519;15;1;100.033;0.577;15;1;99.465;0.561;15;1;98.906;0.578;15;1;108.445;0.496;15;1
CH900001201548;AN;117.319;0.422;5;2;105.201;0.375;5;2;109.167;0.423;5;2;93.878;0.423;5;2;116.394;0.289;5;2;120.03;0.364;5;2;87.804;0.379;5;2;112.519;0.485;5;2;118.013;0.43;5;2;100.907;0.391;5;2;93.226;0.446;5;2;85.842;0.427;5;2;64.991;0.44;5;2;104.909;0.38;5;2
CH900001203047;AN;121.147;0.316;1;1;94.698;0.283;1;1;99.726;0.324;1;1;105.63;0.323;1;1;124.245;0.232;1;1;125.3;0.278;1;1;84.717;0.288;1;1;106.302;0.363;1;1;106.156;0.326;1;1;117.737;0.306;1;1;93.502;0.352;1;1;86.7;0.334;1;1;56.091;0.343;1;1;101.208;0.303;1;1
CH900001203139;AN;106.073;0.446;6;1;99.028;0.4;6;1;96.725;0.448;6;1;102.725;0.448;6;1;110.538;0.311;6;1;126.674;0.39;6;1;83.269;0.404;6;1;102.706;0.507;6;1;106.135;0.454;6;1;114.452;0.418;6;1;91.512;0.474;6;1;87.275;0.454;6;1;49.016;0.467;6;1;95.286;0.407;6;1
CH900001203337;AN;112.553;0.339;3;1;96.167;0.301;3;1;107.858;0.345;3;1;110.037;0.345;3;1;103.516;0.24;3;1;119.926;0.294;3;1;89.303;0.306;3;1;99.033;0.394;3;1;94.463;0.349;3;1;125.958;0.321;3;1;98.165;0.37;3;1;94.813;0.352;3;1;60.551;0.362;3;1;107.183;0.316;3;1
CH900001208608;AN;94.22;0.613;5;1;95.81;0.56;5;1;101.085;0.606;5;1;107.191;0.608;5;1;102.186;0.408;5;1;131.28;0.544;5;1;89.314;0.561;5;1;109.664;0.677;5;1;107.487;0.615;5;1;105.717;0.566;5;1;87.9;0.625;5;1;83.285;0.609;5;1;52.73;0.625;5;1;95.968;0.543;5;1
CH900001210953;LM;94.749;0.416;8;1;97.502;0.362;8;1;91.23;0.414;8;1;96.434;0.415;8;1;100.26;0.257;8;1;92.751;0.347;8;1;97.483;0.365;8;1;104.36;0.49;8;1;101.791;0.424;8;1;88.373;0.372;8;1;86.48;0.426;8;1;86.225;0.41;8;1;87.882;0.425;8;1;88.14;0.356;8;1
CH900001210977;LM;94.564;0.753;41;1;100.969;0.706;41;1;103.359;0.74;41;1;92.603;0.743;41;1;99.518;0.514;41;1;97.075;0.688;41;1;114.934;0.704;41;1;91.31;0.804;41;1;92.353;0.75;41;1;84.297;0.702;41;1;81.745;0.752;41;1;87.699;0.742;41;1;83.755;0.757;41;1;88.755;0.67;41;1
CH900001223960;LM;101.477;0.409;5;1;95.344;0.361;5;1;102.394;0.41;5;1;99.052;0.41;5;1;96.686;0.268;5;1;98.233;0.349;5;1;103.83;0.364;5;1;105.418;0.475;5;1;103.918;0.417;5;1;113.78;0.376;5;1;115.208;0.429;5;1;113.708;0.412;5;1;111.219;0.425;5;1;111.614;0.363;5;1
CH900001233433;AN;98.232;0.332;1;1;103.369;0.302;1;1;98.606;0.342;1;1;96.845;0.34;1;1;102.967;0.273;1;1;127.903;0.299;1;1;91.52;0.308;1;1;103.173;0.371;1;1;95.737;0.34;1;1;116.462;0.33;1;1;98.919;0.379;1;1;94.5;0.358;1;1;66.135;0.366;1;1;102.843;0.332;1;1
CH900001235000;CH;132.067;0.397;3;1;89.839;0.351;3;1;114.542;0.399;3;1;108.781;0.399;3;1;108.9;0.271;3;1;105.793;0.341;3;1;97.112;0.355;3;1;118.2;0.46;3;1;107.19;0.405;3;1;106.159;0.368;3;1;111.445;0.421;3;1;109.551;0.403;3;1;99.155;0.415;3;1;108.233;0.359;3;1
CH900001261740;AN;106.568;0.453;6;1;100.912;0.404;6;1;97.698;0.453;6;1;105.322;0.453;6;1;109.584;0.298;6;1;126.486;0.391;6;1;86.434;0.407;6;1;104.251;0.519;6;1;101.799;0.461;6;1;117.22;0.418;6;1;96.978;0.473;6;1;89.827;0.456;6;1;61.201;0.469;6;1;104.759;0.403;6;1
CH900001273163;AN;104.047;0.645;19;6;111.984;0.593;19;6;107.846;0.636;19;6;106.71;0.638;19;6;103.121;0.433;19;6;125.617;0.576;19;6;77.772;0.593;19;6;102.175;0.706;19;6;96.178;0.645;19;6;119.253;0.597;19;6;104.163;0.654;19;6;99.287;0.639;19;6;76.922;0.655;19;6;110.11;0.572;19;6
CH900001274115;AN;105.737;0.231;2;1;107.11;0.2;2;1;109.518;0.237;2;1;105.931;0.236;2;1;103.631;0.156;2;1;127.642;0.194;2;1;84.292;0.204;2;1;90.523;0.279;2;1;86.154;0.241;2;1;114.768;0.216;2;1;101.801;0.252;2;1;96.598;0.239;2;1;72.93;0.247;2;1;104.435;0.211;2;1
