TierID_TVD;Rasse;ebv_LBEB_FUGLIEDERSTAERKE;rel_LBEB_FUGLIEDERSTAERKE;nDau_LBEB_FUGLIEDERSTAERKE;nHerd_LBEB_FUGLIEDERSTAERKE;ebv_LBEB_FUSTELLUNGVORNE;rel_LBEB_FUSTELLUNGVORNE;nDau_LBEB_FUSTELLUNGVORNE;nHerd_LBEB_FUSTELLUNGVORNE;ebv_LBEB_FUSPRUNGGELENKWINKELUNG;rel_LBEB_FUSPRUNGGELENKWINKELUNG;nDau_LBEB_FUSPRUNGGELENKWINKELUNG;nHerd_LBEB_FUSPRUNGGELENKWINKELUNG;ebv_LBEB_FUFESSELN;rel_LBEB_FUFESSELN;nDau_LBEB_FUFESSELN;nHerd_LBEB_FUFESSELN;ebv_LBEB_FUKLAUEN;rel_LBEB_FUKLAUEN;nDau_LBEB_FUKLAUEN;nHerd_LBEB_FUKLAUEN;ebv_LBEB_FOEUTERLAENGE;rel_LBEB_FOEUTERLAENGE;nDau_LBEB_FOEUTERLAENGE;nHerd_LBEB_FOEUTERLAENGE;ebv_LBEB_FOEUTERTIEFE;rel_LBEB_FOEUTERTIEFE;nDau_LBEB_FOEUTERTIEFE;nHerd_LBEB_FOEUTERTIEFE;ebv_LBEB_FOZITZENLAENGE;rel_LBEB_FOZITZENLAENGE;nDau_LBEB_FOZITZENLAENGE;nHerd_LBEB_FOZITZENLAENGE;ebv_LBEB_FOZITZENDICKE;rel_LBEB_FOZITZENDICKE;nDau_LBEB_FOZITZENDICKE;nHerd_LBEB_FOZITZENDICKE;ebv_LBEB_BEKONDITION;rel_LBEB_BEKONDITION;nDau_LBEB_BEKONDITION;nHerd_LBEB_BEKONDITION;ebv_LBEB_BESCHULTER;rel_LBEB_BESCHULTER;nDau_LBEB_BESCHULTER;nHerd_LBEB_BESCHULTER;ebv_LBEB_BELENDEN;rel_LBEB_BELENDEN;nDau_LBEB_BELENDEN;nHerd_LBEB_BELENDEN;ebv_LBEB_BESTOTZENRUNDUNG;rel_LBEB_BESTOTZENRUNDUNG;nDau_LBEB_BESTOTZENRUNDUNG;nHerd_LBEB_BESTOTZENRUNDUNG;ebv_LBEB_BESTOTZENLAENGE;rel_LBEB_BESTOTZENLAENGE;nDau_LBEB_BESTOTZENLAENGE;nHerd_LBEB_BESTOTZENLAENGE
CH120041480981;AN;112.539;0.51;9;1;96.224;0.458;9;1;111.441;0.507;9;1;120.6;0.508;9;1;93.132;0.353;9;1;102.247;0.445;9;1;86.21;0.461;9;1;98.67;0.576;9;1;94.768;0.514;9;1;113.52;0.472;9;1;92.842;0.53;9;1;89.525;0.512;9;1;62.514;0.526;9;1;93.201;0.458;9;1
CH120041533724;SI;116.298;0.121;1;1;96.224;0.102;1;1;84.72;0.125;1;1;85.875;0.125;1;1;123.147;0.078;1;1;130.595;0.098;1;1;104.561;0.104;1;1;82.826;0.154;1;1;85.375;0.129;1;1;77.77;0.111;1;1;70.333;0.131;1;1;73.614;0.124;1;1;44.53;0.129;1;1;73.176;0.108;1;1
CH120041916831;AN;107.404;0.228;1;1;97.072;0.195;1;1;103.193;0.233;1;1;105.487;0.232;1;1;105.5;0.148;1;1;113.38;0.188;1;1;99.978;0.198;1;1;81.451;0.281;1;1;81.418;0.238;1;1;105.707;0.208;1;1;90.262;0.244;1;1;88.304;0.231;1;1;64.34;0.24;1;1;96.374;0.202;1;1
CH120041916954;AN;110.95;0.363;3;1;93.414;0.312;3;1;97.497;0.362;3;1;96.72;0.363;3;1;108.621;0.227;3;1;126.09;0.3;3;1;80.61;0.316;3;1;91.304;0.434;3;1;93.552;0.372;3;1;97.694;0.325;3;1;85.899;0.374;3;1;84.421;0.359;3;1;59.8;0.373;3;1;94.347;0.312;3;1
CH120042036798;AN;110.751;0.496;8;2;99.929;0.447;8;2;110.804;0.495;8;2;101.517;0.495;8;2;105.433;0.347;8;2;125.804;0.436;8;2;93.723;0.451;8;2;94.952;0.559;8;2;93.33;0.501;8;2;116.508;0.463;8;2;99.345;0.521;8;2;99.023;0.501;8;2;62.251;0.515;8;2;111.402;0.45;8;2
CH120042067440;LM;106.175;0.457;6;1;96.809;0.413;6;1;93.825;0.459;6;1;101.542;0.459;6;1;106.348;0.338;6;1;101.819;0.404;6;1;99.944;0.417;6;1;86.872;0.515;6;1;86.599;0.463;6;1;108.686;0.433;6;1;117.328;0.49;6;1;114.355;0.469;6;1;122.734;0.481;6;1;114.711;0.426;6;1
CH120042391514;LM;122.551;0.413;3;1;83.692;0.37;3;1;88.438;0.417;3;1;99.545;0.416;3;1;113.957;0.302;3;1;98.584;0.362;3;1;107.08;0.375;3;1;87.523;0.47;3;1;89.488;0.421;3;1;117.108;0.391;3;1;124.81;0.445;3;1;122.869;0.425;3;1;125.624;0.437;3;1;118.035;0.385;3;1
CH120042447693;LM;103.43;0.298;2;1;83.739;0.257;2;1;78.831;0.302;2;1;103.401;0.302;2;1;113.591;0.191;2;1;104.072;0.248;2;1;82.14;0.261;2;1;94.213;0.358;2;1;102.063;0.309;2;1;122.927;0.272;2;1;116.595;0.315;2;1;100.675;0.301;2;1;100.077;0.312;2;1;120.429;0.263;2;1
CH120042447761;LM;101.584;0.13;1;1;94.485;0.107;1;1;100.085;0.133;1;1;95.207;0.133;1;1;101.031;0.079;1;1;103.371;0.102;1;1;99.825;0.109;1;1;96.962;0.169;1;1;99.611;0.138;1;1;99.576;0.114;1;1;100.647;0.136;1;1;102.834;0.129;1;1;101.921;0.135;1;1;98.634;0.11;1;1
CH120042778063;LM;104.518;0.663;18;8;91.629;0.61;18;8;92.284;0.653;18;8;73.847;0.655;18;8;93.893;0.445;18;8;88.643;0.592;18;8;100.21;0.61;18;8;102.583;0.725;18;8;110.009;0.663;18;8;98.927;0.612;18;8;105.005;0.669;18;8;105.961;0.655;18;8;102.447;0.671;18;8;96.839;0.586;18;8
CH120042818554;SI;114.545;0.52;10;2;99.887;0.469;10;2;85.403;0.517;10;2;93.679;0.518;10;2;118.012;0.358;10;2;123.066;0.456;10;2;87.6;0.472;10;2;98.859;0.586;10;2;103.415;0.525;10;2;93.599;0.483;10;2;92.067;0.541;10;2;91.755;0.523;10;2;61.71;0.537;10;2;93.283;0.467;10;2
CH120042818622;SI;115.594;0.303;1;1;92.84;0.271;1;1;96.161;0.311;1;1;89.647;0.31;1;1;117.791;0.222;1;1;120.319;0.266;1;1;85.404;0.276;1;1;111.113;0.349;1;1;109.181;0.313;1;1;90.076;0.293;1;1;88.515;0.339;1;1;86.792;0.321;1;1;60.213;0.329;1;1;93.317;0.29;1;1
CH120042904530;LM;92.684;0.365;5;3;92.343;0.314;5;3;103.761;0.364;5;3;105.527;0.365;5;3;96.706;0.227;5;3;98.175;0.302;5;3;111.371;0.317;5;3;99.318;0.437;5;3;94.71;0.374;5;3;103.368;0.326;5;3;99.884;0.376;5;3;98.844;0.361;5;3;102.267;0.375;5;3;96.287;0.313;5;3
CH120042904646;LM;104.795;0.249;1;1;89.322;0.216;1;1;95.988;0.255;1;1;101.748;0.255;1;1;103.785;0.167;1;1;106.902;0.21;1;1;98.554;0.22;1;1;103.775;0.301;1;1;102.17;0.26;1;1;104.07;0.232;1;1;101.568;0.27;1;1;100.425;0.257;1;1;105.961;0.266;1;1;99.253;0.227;1;1
CH120042930645;CH;124.96;0.337;4;2;89.342;0.293;4;2;126.868;0.34;4;2;117.026;0.34;4;2;88.422;0.221;4;2;111.06;0.284;4;2;91.564;0.297;4;2;113.175;0.402;4;2;106.906;0.347;4;2;104.801;0.309;4;2;109.498;0.356;4;2;106.193;0.34;4;2;94.961;0.352;4;2;99.393;0.299;4;2
CH120043199614;LM;93.787;0.381;4;1;104.352;0.333;4;1;101.618;0.382;4;1;98.259;0.383;4;1;95.193;0.245;4;1;103.021;0.322;4;1;101.049;0.337;4;1;85.344;0.449;4;1;89.752;0.391;4;1;92.778;0.347;4;1;96.99;0.398;4;1;94.781;0.382;4;1;99.926;0.395;4;1;99.229;0.335;4;1
CH120043199690;LM;95.308;0.461;9;2;105.258;0.406;9;2;95.578;0.458;9;2;94.539;0.459;9;2;97.293;0.291;9;2;98.301;0.391;9;2;105.33;0.409;9;2;85.983;0.535;9;2;89.707;0.468;9;2;97.035;0.417;9;2;99.218;0.473;9;2;98.747;0.456;9;2;97.464;0.472;9;2;99.432;0.399;9;2
CH120043297259;AN;104.693;0.387;2;1;99.944;0.352;2;1;99.424;0.394;2;1;94.792;0.393;2;1;105.172;0.304;2;1;122.783;0.347;2;1;90.347;0.357;2;1;102.138;0.434;2;1;95.386;0.395;2;1;126.423;0.377;2;1;105.704;0.431;2;1;99.959;0.409;2;1;70.873;0.419;2;1;111.431;0.376;2;1
CH120043318343;LM;101.186;0.405;3;2;95.898;0.368;3;2;106.333;0.411;3;2;107.628;0.41;3;2;97.476;0.332;3;2;107.08;0.363;3;2;99.557;0.373;3;2;106.673;0.452;3;2;102.797;0.411;3;2;101.009;0.394;3;2;102.401;0.449;3;2;103.253;0.426;3;2;100.059;0.436;3;2;100.559;0.394;3;2
CH120043360892;LM;103.221;0.414;3;1;88.277;0.37;3;1;96.25;0.417;3;1;103.46;0.416;3;1;103.429;0.3;3;1;94.414;0.361;3;1;102.389;0.374;3;1;92.114;0.474;3;1;95.802;0.421;3;1;105.941;0.39;3;1;110.43;0.444;3;1;108.666;0.425;3;1;110.982;0.437;3;1;109.181;0.383;3;1
CH120043411808;LM;93.661;0.36;5;1;104.746;0.313;5;1;95.486;0.361;5;1;94.855;0.361;5;1;100.501;0.237;5;1;105.058;0.303;5;1;92.054;0.317;5;1;97.35;0.426;5;1;102.747;0.369;5;1;100.627;0.328;5;1;107.43;0.378;5;1;109.983;0.362;5;1;104.418;0.374;5;1;105.881;0.318;5;1
CH120043411938;LM;97.265;0.234;1;1;96.126;0.205;1;1;100.548;0.241;1;1;98.784;0.24;1;1;99.191;0.167;1;1;103.371;0.2;1;1;94.097;0.209;1;1;100.159;0.277;1;1;98.201;0.244;1;1;107.305;0.223;1;1;111.236;0.26;1;1;111.626;0.246;1;1;112.895;0.253;1;1;107.159;0.22;1;1
CH120043490155;SI;113.996;0.354;3;2;97.761;0.309;3;2;89.655;0.357;3;2;85.981;0.357;3;2;130.429;0.233;3;2;126.434;0.299;3;2;85.149;0.313;3;2;96.443;0.418;3;2;102.323;0.364;3;2;74.063;0.325;3;2;80.706;0.374;3;2;77.499;0.358;3;2;50.932;0.37;3;2;79.741;0.315;3;2
CH120043598370;AN;98.83;0.341;1;1;86.548;0.306;1;1;101.525;0.349;1;1;102.934;0.347;1;1;100.221;0.256;1;1;126.228;0.3;1;1;84.619;0.311;1;1;103.652;0.391;1;1;105.805;0.351;1;1;119.411;0.328;1;1;99.412;0.378;1;1;93.36;0.359;1;1;66.028;0.368;1;1;103.67;0.326;1;1
CH120043598509;AN;110.999;0.436;6;1;99.339;0.389;6;1;109.515;0.437;6;1;109.112;0.437;6;1;105.038;0.303;6;1;138.907;0.379;6;1;78.659;0.393;6;1;108.312;0.498;6;1;107.149;0.443;6;1;120.538;0.407;6;1;100.015;0.462;6;1;89.92;0.443;6;1;64.433;0.456;6;1;106.568;0.396;6;1
CH120043598714;AN;104.508;0.556;10;1;101.351;0.503;10;1;107.178;0.551;10;1;100.69;0.552;10;1;102.572;0.382;10;1;125.866;0.489;10;1;91.394;0.506;10;1;94.13;0.622;10;1;92.785;0.559;10;1;112.884;0.514;10;1;94.374;0.573;10;1;90.65;0.555;10;1;68.341;0.571;10;1;103.545;0.497;10;1
CH120043598745;AN;109.546;0.381;3;2;105.299;0.342;3;2;98.397;0.387;3;2;93.371;0.386;3;2;107.975;0.285;3;2;124.384;0.335;3;2;94.468;0.347;3;2;98.816;0.435;3;2;101;0.39;3;2;109.21;0.364;3;2;93.505;0.416;3;2;90.288;0.397;3;2;68.352;0.407;3;2;101.943;0.36;3;2
CH120043613677;AN;101.531;0.266;3;2;101.574;0.226;3;2;101.324;0.269;3;2;102.497;0.269;3;2;99.682;0.17;3;2;134.19;0.218;3;2;91.945;0.23;3;2;88.746;0.326;3;2;89.896;0.276;3;2;115.315;0.239;3;2;97.738;0.28;3;2;96.948;0.266;3;2;65.962;0.277;3;2;107.918;0.232;3;2
CH120043758484;AN;89.59;0.353;3;1;98.107;0.309;3;1;101.39;0.356;3;1;107.158;0.356;3;1;96.051;0.237;3;1;121.453;0.3;3;1;87.223;0.313;3;1;107.645;0.415;3;1;107.903;0.362;3;1;104.413;0.326;3;1;91.818;0.375;3;1;88.83;0.358;3;1;60.291;0.37;3;1;100.985;0.317;3;1
CH120043758491;AN;89.998;0.292;1;1;95.267;0.257;1;1;100.934;0.298;1;1;106.361;0.298;1;1;95.752;0.203;1;1;126.222;0.25;1;1;89.147;0.261;1;1;105.472;0.344;1;1;102.83;0.303;1;1;108.478;0.275;1;1;94.48;0.319;1;1;91.313;0.303;1;1;61.667;0.312;1;1;102.267;0.27;1;1
CH120043758569;AN;93.879;0.633;23;2;104.999;0.576;23;2;99.675;0.622;23;2;119.612;0.625;23;2;97.64;0.41;23;2;125.626;0.557;23;2;85.176;0.576;23;2;104.576;0.7;23;2;104.425;0.633;23;2;99.589;0.578;23;2;82.841;0.637;23;2;82.293;0.622;23;2;51.967;0.639;23;2;95.146;0.551;23;2
CH120043758620;AN;100.384;0.382;3;2;95.644;0.334;3;2;96.424;0.383;3;2;109.115;0.383;3;2;99.017;0.251;3;2;123.389;0.323;3;2;85.798;0.337;3;2;100.698;0.449;3;2;100.147;0.391;3;2;115.388;0.349;3;2;97.517;0.4;3;2;98.42;0.383;3;2;62.239;0.396;3;2;106.085;0.338;3;2
CH120043839213;LM;103.624;0.28;2;1;102.247;0.24;2;1;91.535;0.283;2;1;91.887;0.283;2;1;104.373;0.183;2;1;97.287;0.231;2;1;99.747;0.243;2;1;101.106;0.34;2;1;98.247;0.29;2;1;101.022;0.254;2;1;104.699;0.296;2;1;103.288;0.282;2;1;109.175;0.292;2;1;108.61;0.247;2;1
CH120043839930;CH;122.206;0.455;5;1;83.382;0.412;5;1;105.433;0.458;5;1;112.972;0.457;5;1;101.339;0.335;5;1;109.653;0.403;5;1;94.077;0.416;5;1;115.288;0.512;5;1;115.883;0.462;5;1;91.493;0.432;5;1;93.126;0.489;5;1;86.167;0.468;5;1;84.538;0.48;5;1;91.686;0.424;5;1
CH120043840080;CH;111.64;0.561;13;1;90.765;0.507;13;1;116.284;0.555;13;1;122.329;0.557;13;1;96.137;0.376;13;1;105.578;0.492;13;1;85.37;0.509;13;1;141.513;0.628;13;1;131.734;0.564;13;1;100.986;0.517;13;1;108.468;0.576;13;1;101.985;0.558;13;1;95.036;0.574;13;1;105.412;0.497;13;1
CH120043950840;LM;87.574;0.243;2;2;101.677;0.208;2;2;106.437;0.247;2;2;100.106;0.247;2;2;93.19;0.163;2;2;100.126;0.201;2;2;92.581;0.212;2;2;96.517;0.297;2;2;103.04;0.253;2;2;98.874;0.222;2;2;102.388;0.26;2;2;99.565;0.247;2;2;101.49;0.256;2;2;103.578;0.217;2;2
CH120043974068;AN;121.283;0.523;8;2;105.589;0.473;8;2;102.394;0.521;8;2;104.418;0.521;8;2;109.151;0.366;8;2;117.203;0.461;8;2;80.07;0.477;8;2;101.75;0.586;8;2;103.378;0.528;8;2;107.375;0.488;8;2;96.539;0.546;8;2;92.532;0.527;8;2;64.566;0.541;8;2;103.361;0.473;8;2
CH120044122871;AN;106.753;0.306;3;1;101.626;0.268;3;1;105.356;0.311;3;1;106.21;0.31;3;1;104.999;0.217;3;1;132.811;0.261;3;1;81.576;0.272;3;1;107.403;0.36;3;1;99.903;0.315;3;1;116.429;0.287;3;1;96.817;0.332;3;1;92.347;0.316;3;1;60.236;0.326;3;1;104.86;0.282;3;1
CH120044289390;LM;107.049;0.284;1;1;95.934;0.244;1;1;109.414;0.288;1;1;107;0.288;1;1;99.807;0.189;1;1;110.571;0.236;1;1;93.934;0.248;1;1;97.458;0.344;1;1;95.374;0.294;1;1;96.215;0.259;1;1;96.224;0.302;1;1;93.976;0.287;1;1;97.767;0.298;1;1;100.472;0.253;1;1
CH120044355705;LM;112.539;0.484;6;2;97.792;0.438;6;2;91.141;0.485;6;2;98.836;0.485;6;2;106.733;0.352;6;2;98.461;0.429;6;2;104.82;0.442;6;2;89.798;0.543;6;2;86.092;0.49;6;2;115.016;0.457;6;2;117.685;0.514;6;2;117.973;0.494;6;2;118.451;0.507;6;2;112.379;0.447;6;2
CH120044356092;LM;93.559;0.523;6;2;105.682;0.468;6;2;96.613;0.518;6;2;93.345;0.519;6;2;99.518;0.347;6;2;97.48;0.454;6;2;99.132;0.471;6;2;104.357;0.592;6;2;101.445;0.527;6;2;96.983;0.479;6;2;97.214;0.538;6;2;100.182;0.52;6;2;95.033;0.536;6;2;98.663;0.462;6;2
CH120044513679;CH;132.111;0.26;1;1;82.88;0.226;1;1;106.962;0.266;1;1;116.343;0.265;1;1;104.546;0.179;1;1;97.548;0.22;1;1;96.184;0.231;1;1;108.329;0.31;1;1;115.405;0.27;1;1;95.816;0.244;1;1;99.685;0.284;1;1;97.861;0.269;1;1;89.125;0.278;1;1;93.462;0.239;1;1
CH120044514300;CH;136.405;0.328;1;1;83.744;0.294;1;1;126.196;0.336;1;1;118.69;0.334;1;1;98.035;0.244;1;1;103.135;0.288;1;1;92.003;0.299;1;1;105.866;0.376;1;1;110.018;0.338;1;1;92.719;0.316;1;1;102.361;0.365;1;1;99.458;0.346;1;1;92.932;0.355;1;1;99.093;0.314;1;1
CH120044633056;LM;93.078;0.35;1;1;98.464;0.316;1;1;107.553;0.358;1;1;106.034;0.356;1;1;92.631;0.278;1;1;102.76;0.312;1;1;99.893;0.322;1;1;104.468;0.394;1;1;97.455;0.358;1;1;90.735;0.342;1;1;89.765;0.393;1;1;91.104;0.372;1;1;91.007;0.381;1;1;92.112;0.342;1;1
CH120044697010;AN;122.517;0.336;2;2;100.451;0.302;2;2;94.489;0.344;2;2;91.336;0.342;2;2;125.815;0.262;2;2;123.794;0.298;2;2;88.878;0.308;2;2;102.977;0.382;2;2;103.37;0.345;2;2;122.103;0.327;2;2;107.266;0.376;2;2;104.236;0.357;2;2;77.653;0.365;2;2;110.797;0.326;2;2
CH120044697034;AN;110.712;0.233;2;1;104.88;0.198;2;1;103.931;0.237;2;1;99.636;0.237;2;1;110.143;0.147;2;1;128.803;0.19;2;1;83.898;0.201;2;1;101.36;0.288;2;1;96.103;0.243;2;1;115.681;0.21;2;1;98.846;0.246;2;1;93.795;0.234;2;1;72.211;0.243;2;1;102.504;0.203;2;1
CH120044746862;LM;91.431;0.268;1;1;99.158;0.225;1;1;104.425;0.269;1;1;100.676;0.27;1;1;90.724;0.162;1;1;96.002;0.215;1;1;109.175;0.228;1;1;89.416;0.334;1;1;91.306;0.278;1;1;100.409;0.236;1;1;99.012;0.275;1;1;97.226;0.263;1;1;102.886;0.275;1;1;99.713;0.226;1;1
CH120044831759;SI;108.686;0.453;5;1;93.492;0.405;5;1;84.303;0.453;5;1;92.027;0.454;5;1;116.895;0.309;5;1;126.465;0.394;5;1;89.521;0.409;5;1;100.533;0.517;5;1;101.981;0.46;5;1;81.622;0.421;5;1;77.339;0.477;5;1;73.517;0.458;5;1;49.024;0.472;5;1;80.617;0.409;5;1
CH120044834736;LM;96.658;0.173;1;1;97.264;0.146;1;1;108.256;0.177;1;1;107.562;0.177;1;1;94.172;0.116;1;1;102.775;0.141;1;1;98.884;0.149;1;1;102.774;0.215;1;1;98.42;0.181;1;1;102.139;0.158;1;1;103.721;0.186;1;1;106.366;0.176;1;1;101.256;0.183;1;1;102.998;0.155;1;1
CH120044834866;LM;107.025;0.33;1;1;96.493;0.29;1;1;107.252;0.335;1;1;99.915;0.335;1;1;102.543;0.221;1;1;94.297;0.282;1;1;93.05;0.294;1;1;101.685;0.389;1;1;103.39;0.341;1;1;101.197;0.307;1;1;103.784;0.354;1;1;107.488;0.338;1;1;104.513;0.349;1;1;103.09;0.299;1;1
CH120044835009;LM;99.281;0.223;2;1;103.592;0.191;2;1;100.231;0.228;2;1;98.626;0.227;2;1;102.061;0.153;2;1;99.118;0.185;2;1;105.965;0.195;2;1;94.666;0.271;2;1;96.342;0.232;2;1;89.859;0.206;2;1;87.071;0.242;2;1;88.223;0.229;2;1;90.189;0.237;2;1;87.322;0.203;2;1
CH120044939660;AN;107.924;0.566;15;1;106.841;0.513;15;1;108.229;0.56;15;1;103.022;0.562;15;1;99.537;0.384;15;1;114.302;0.498;15;1;96.769;0.515;15;1;90.149;0.633;15;1;90.074;0.569;15;1;124.35;0.523;15;1;109.846;0.582;15;1;105.812;0.564;15;1;83.145;0.58;15;1;113.685;0.504;15;1
CH120044993167;AN;113.69;0.654;17;1;103.023;0.601;17;1;99.614;0.644;17;1;96.125;0.646;17;1;114.217;0.438;17;1;126.744;0.584;17;1;90.707;0.602;17;1;99.882;0.715;17;1;84.275;0.654;17;1;115.52;0.605;17;1;101.041;0.662;17;1;97.708;0.647;17;1;74.659;0.663;17;1;110.695;0.579;17;1
CH120044993273;AN;120.389;0.612;16;5;91.898;0.556;16;5;101.266;0.603;16;5;100.558;0.605;16;5;111.135;0.401;16;5;128.994;0.539;16;5;78.319;0.557;16;5;102.349;0.679;16;5;97.871;0.613;16;5;117.955;0.561;16;5;102.21;0.62;16;5;98.557;0.604;16;5;73.506;0.621;16;5;113.375;0.536;16;5
CH120045039239;LM;94.166;0.336;1;1;103.374;0.302;1;1;90.195;0.344;1;1;86.903;0.343;1;1;101.811;0.254;1;1;87.945;0.297;1;1;103.429;0.307;1;1;99.931;0.383;1;1;103.749;0.345;1;1;97.866;0.326;1;1;97.174;0.375;1;1;99.259;0.355;1;1;98.863;0.364;1;1;95.876;0.324;1;1
CH120045394123;LM;102.701;0.624;16;4;115.404;0.571;16;4;80.68;0.615;16;4;91.832;0.618;16;4;103.371;0.423;16;4;104.785;0.554;16;4;96.558;0.572;16;4;96.902;0.688;16;4;102.834;0.625;16;4;105.154;0.577;16;4;106.785;0.635;16;4;98.995;0.619;16;4;99.718;0.635;16;4;107.986;0.554;16;4
CH120045394215;LM;89.08;0.28;2;1;116.625;0.251;2;1;90.006;0.289;2;1;91.472;0.288;2;1;96.176;0.216;2;1;102.486;0.247;2;1;102.872;0.256;2;1;96.808;0.322;2;1;99.751;0.29;2;1;98.712;0.274;2;1;96.62;0.318;2;1;98.916;0.3;2;1;92.839;0.308;2;1;97.047;0.274;2;1
CH120045394222;LM;82.128;0.632;20;2;101.926;0.58;20;2;96.297;0.624;20;2;106.904;0.626;20;2;88.239;0.428;20;2;113.036;0.563;20;2;91.999;0.58;20;2;100.096;0.695;20;2;105.336;0.633;20;2;108.37;0.585;20;2;108.462;0.643;20;2;112.662;0.627;20;2;97.472;0.643;20;2;108.557;0.562;20;2
CH120045511407;AN;108.302;0.359;1;1;99.354;0.318;1;1;112.839;0.363;1;1;110.908;0.363;1;1;99.73;0.254;1;1;122.743;0.31;1;1;81.746;0.322;1;1;101.699;0.417;1;1;102.179;0.368;1;1;118.472;0.337;1;1;107.839;0.387;1;1;102.801;0.369;1;1;79.113;0.38;1;1;114.716;0.331;1;1
CH120045638074;LM;96.42;0.245;1;1;95.427;0.212;1;1;103.081;0.251;1;1;103.305;0.25;1;1;96.128;0.164;1;1;107.139;0.205;1;1;96.963;0.216;1;1;97.572;0.296;1;1;98.226;0.256;1;1;93.678;0.227;1;1;93.368;0.265;1;1;92.43;0.252;1;1;96.646;0.26;1;1;94.923;0.222;1;1
CH120045638234;LM;89.843;0.339;3;1;94.273;0.296;3;1;105.699;0.343;3;1;101.094;0.343;3;1;96.214;0.224;3;1;100.126;0.287;3;1;106.37;0.301;3;1;95.474;0.402;3;1;93.47;0.349;3;1;93.434;0.312;3;1;96.705;0.36;3;1;93.554;0.344;3;1;101.12;0.356;3;1;101.208;0.304;3;1
CH120045645188;CH;137.134;0.487;7;1;81.597;0.435;7;1;101.938;0.485;7;1;104.29;0.486;7;1;106.165;0.323;7;1;101.442;0.422;7;1;100.41;0.438;7;1;104.517;0.555;7;1;104.886;0.493;7;1;107.826;0.448;7;1;113.852;0.505;7;1;110.057;0.487;7;1;103.513;0.502;7;1;106.428;0.432;7;1
CH120045645294;SI;119.412;0.19;1;1;89.549;0.165;1;1;97.826;0.197;1;1;92.93;0.197;1;1;141.487;0.13;1;1;129.018;0.161;1;1;93.05;0.169;1;1;97.649;0.231;1;1;94.451;0.201;1;1;97.734;0.18;1;1;89.199;0.211;1;1;84.998;0.2;1;1;53.808;0.206;1;1;110.018;0.177;1;1
CH120045645461;CH;129.774;0.424;6;2;92.799;0.376;6;2;125.378;0.425;6;2;121.859;0.425;6;2;96.195;0.288;6;2;98.436;0.365;6;2;93.495;0.38;6;2;116.651;0.49;6;2;112.227;0.432;6;2;98.798;0.393;6;2;109.319;0.447;6;2;107.746;0.429;6;2;106.814;0.442;6;2;106.781;0.382;6;2
CH120045645652;SI;118.368;0.254;1;1;96.162;0.226;1;1;90.659;0.263;1;1;82.68;0.261;1;1;122.597;0.185;1;1;132.568;0.221;1;1;101.862;0.23;1;1;82.107;0.298;1;1;88.021;0.265;1;1;76.92;0.246;1;1;69.785;0.286;1;1;73.341;0.27;1;1;37.798;0.278;1;1;69.267;0.244;1;1
CH120045713399;LM;91.878;0.303;1;1;104.088;0.268;1;1;101.992;0.31;1;1;94.102;0.309;1;1;99.056;0.224;1;1;107.713;0.263;1;1;102.001;0.273;1;1;88.535;0.351;1;1;92.538;0.312;1;1;101.75;0.289;1;1;102.703;0.335;1;1;101.081;0.317;1;1;105.984;0.326;1;1;108.929;0.286;1;1
CH120045713528;LM;106.209;0.519;6;2;101.719;0.465;6;2;113.492;0.514;6;2;105.131;0.516;6;2;102.504;0.35;6;2;110.488;0.45;6;2;97.711;0.467;6;2;97.943;0.589;6;2;98.424;0.523;6;2;103.642;0.476;6;2;104.411;0.534;6;2;100.481;0.517;6;2;100.828;0.532;6;2;112.132;0.459;6;2
CH120045713801;AN;105.684;0.196;2;2;105.713;0.165;2;2;97.235;0.2;2;2;99.662;0.2;2;2;105.076;0.122;2;2;114.462;0.158;2;2;93.478;0.168;2;2;96.246;0.247;2;2;91.912;0.206;2;2;105.236;0.176;2;2;86.135;0.207;2;2;86.032;0.197;2;2;58.036;0.205;2;2;89.287;0.17;2;2
CH120045755474;AN;102.444;0.397;3;2;110.422;0.358;3;2;104.885;0.403;3;2;109.123;0.402;3;2;102.177;0.298;3;2;131.803;0.352;3;2;89.565;0.363;3;2;100.781;0.449;3;2;92.501;0.405;3;2;114.278;0.381;3;2;95.7;0.435;3;2;92.038;0.414;3;2;66.164;0.425;3;2;103.346;0.377;3;2
CH120045755894;AN;119.135;0.463;5;2;101.998;0.413;5;2;115.044;0.462;5;2;118.374;0.463;5;2;101.108;0.312;5;2;137.62;0.401;5;2;78.849;0.417;5;2;103.193;0.529;5;2;97.117;0.47;5;2;119.507;0.428;5;2;100.535;0.485;5;2;94.943;0.466;5;2;65.67;0.48;5;2;109.229;0.415;5;2
CH120045802390;AN;113;0.64;17;3;105.734;0.588;17;3;111.071;0.632;17;3;114.995;0.634;17;3;99.586;0.437;17;3;136.157;0.572;17;3;73.712;0.589;17;3;109.291;0.702;17;3;109.828;0.641;17;3;114.676;0.593;17;3;93.817;0.651;17;3;88.684;0.635;17;3;56.95;0.651;17;3;99.911;0.57;17;3
CH120045802475;AN;112.082;0.618;16;2;97.342;0.566;16;2;118.199;0.61;16;2;115.135;0.612;16;2;100.626;0.421;16;2;134.144;0.55;16;2;82.089;0.567;16;2;99.312;0.681;16;2;102.24;0.619;16;2;121.648;0.572;16;2;97.359;0.63;16;2;90.105;0.614;16;2;62.788;0.63;16;2;101.329;0.55;16;2
